-0.10973806	-0.09968117	0.18001972	-0.04639212	-0.07121338	-0.006722916	-0.14194065	-0.08764052	-0.120714836	-0.0701678	-0.104680926	-0.13815865	-0.069466405	-0.0877728	-0.11140306	-0.06041574	-0.06537657	-0.063176595	-0.074888885	-0.124522455	-0.031776447	0.0045937784	-0.16807665	-0.061510682	-0.10009477	0.020927701	-0.09818981	-0.026259864	-0.002131831	-0.06939882	-0.11774119	-0.091978066	-0.0771709	-0.09877249	-0.018290937	-0.043311205	-0.1251184	-0.03647429	-0.12306975	-0.08088021	-0.081114106	-0.097019866	-0.10308698	-0.057330947	-0.1182186	-0.10177757	0.029551875	-0.08148936	-0.06768328	-0.104743995
-0.08983686	-0.053071994	-0.069032654	-0.04661526	-0.07889128	0.008386828	-0.059566945	-0.038792185	-0.07468017	-0.0983773	-0.06868511	-0.06509449	-0.072011456	-0.079086356	-0.023494381	-0.111232825	0.33495256	-0.06343736	-0.08881573	-0.07179503	-0.086400904	0.0009358637	-0.10198478	-0.06787876	-0.090661526	-0.022465337	-0.082238354	0.013318988	-0.031848803	0.31942332	-0.09022084	-0.110658534	-0.06991741	-0.07139813	0.013611522	-0.04871489	-0.08040273	-0.06436903	-0.057013635	-0.08060907	-0.08327832	-0.096208125	-0.1031888	-0.06687415	-0.08160232	-0.06235964	-0.044130445	-0.08762421	-0.06800731	-0.11351836
-0.095187634	-0.085329436	-0.09915713	-0.06989593	-0.13430746	0.05189199	-0.10269164	-0.13472489	-0.111055575	-0.07174976	-0.11138405	-0.14523122	-0.104119934	-0.109026045	-0.1277888	-0.09903465	-0.07163192	-0.06482402	-0.10488074	-0.120699815	-0.10567469	0.019370642	-0.16014071	-0.07721367	-0.1341393	-0.0103889	-0.08194295	-0.0036106254	-0.025013745	-0.18004242	-0.14459513	-0.12039025	-0.06966078	-0.08908091	-0.040628422	-0.056728225	-0.1345307	-0.104184546	-0.08748556	-0.08442961	-0.08352486	-0.097591124	-0.091305114	-0.06959962	0.018071322	-0.089964315	0.014755097	-0.033347998	-0.115518495	-0.07367211
-0.11052732	-0.06655349	-0.10207281	-0.051562287	-0.019636959	-0.035972357	-0.08347024	-0.06391502	-0.09830759	-0.07129895	-0.09832218	-0.13669753	-0.090066805	-0.08039633	-0.09411697	-0.056392346	-0.06864099	-0.06925079	-0.058203917	-0.09633724	-0.07678575	0.03223068	-0.13671502	-0.065255314	-0.11909213	-0.012547351	-0.094627075	-0.023315227	0.0052702203	-0.09851064	-0.07206125	-0.13308528	-0.076315455	-0.08765067	0.030708352	-0.032317117	-0.12531304	-0.108165406	-0.09936722	-0.09295835	-0.08364831	-0.05866919	-0.10128835	-0.06780688	-0.07780489	-0.026973635	-0.014010835	-0.08660905	-0.062285837	-0.10781612
-0.12255855	-0.06648911	-0.10250299	-0.0763392	-0.12956476	0.010663271	-0.101271704	-0.0818182	-0.11762626	-0.07175629	-0.11355204	-0.16249764	-0.048487402	-0.06315096	0.2209355	-0.10674443	-0.07173039	-0.06461946	-0.07481895	-0.1268411	-0.04325974	0.033756517	-0.16091253	-0.061407045	-0.10588758	-0.004806936	-0.096996054	0.015239037	0.005879186	0.08150014	-0.092363	-0.131494	-0.09544514	-0.06921637	0.045235887	0.056815866	-0.11200922	-0.08887031	-0.10468976	-0.0916957	-0.080680996	-0.09947503	-0.10596902	-0.05592285	-0.12601203	-0.08776589	-0.048371017	-0.081979334	-0.059726328	-0.10531498
-0.07523233	-0.10636202	-0.085914396	-0.045949243	-0.07307142	0.040518668	-0.05838908	-0.02306297	-0.10047105	-0.07162988	-0.11321509	-0.12363546	-0.08846799	-0.08370928	-0.023225669	-0.117045365	0.0016105868	-0.06443108	-0.032373946	-0.08587731	-0.1065896	-0.00947994	-0.12094841	-0.12322168	-0.07743681	0.014357496	-0.118005626	0.014941964	0.06792252	-0.18327324	-0.07281428	-0.13914163	-0.055954456	-0.09287385	-0.011451088	0.12062578	-0.12963939	-0.08960634	-0.104107335	-0.11252351	-0.08043666	-0.07776454	-0.0824405	-0.08259134	-0.13025716	-0.067119665	3.4093857e-05	-0.026804252	-0.07213158	-0.11034761
-0.10556491	-0.10365716	-0.0985217	-0.04704607	-0.12990865	-0.009680234	-0.100756004	-0.07183443	-0.11608559	-0.036758643	-0.11261592	-0.15973644	-0.08604815	-0.08348238	-0.08859438	-0.10371703	-0.07399239	-0.06540626	-0.10502993	-0.12218733	-0.09863209	-0.04422139	-0.15877692	-0.089149445	-0.11170993	0.031780493	-0.097120605	0.0018008463	-0.045820177	-0.07336978	-0.08715806	-0.11948226	-0.06966336	-0.090000995	0.03480079	-0.068797514	-0.13412511	-0.0989112	-0.10708055	-0.11180418	-0.080345444	-0.09753902	-0.060796157	-0.07025871	-0.12854154	-0.09299174	-0.013683736	-0.08188509	-0.11786041	-0.10536175
-0.109130636	-0.10469313	-0.047593087	-0.07924156	-0.080924556	-0.00737039	-0.100021824	-0.071019016	-0.105066136	-0.07008525	-0.088931024	-0.09047383	-0.084576756	-0.0737904	-0.12587805	-0.110725015	-0.07229054	-0.06511991	-0.10478646	-0.14415723	-0.10959691	-0.018484104	-0.1657229	-0.043101545	-0.11281312	-0.0315771	-0.10283811	-0.029138936	-0.0050030127	-0.17998701	-0.11109683	-0.13538311	-0.08728831	-0.09198687	0.068024375	-0.053880244	-0.11664409	-0.12289655	-0.09138919	-0.11337818	-0.08366055	-0.09755247	-0.10381061	-0.072948515	-0.028739257	-0.09048116	0.018462608	-0.08204271	-0.08754237	-0.10611057
-0.0699297	-0.06466856	-0.077015445	-0.03204033	-0.07307205	0.024169568	-0.08836035	-0.088906035	-0.11521952	-0.037464388	-0.06705413	-0.064406134	-0.062439635	-0.08851314	-0.1254929	-0.07596211	-0.07055069	-0.046155922	-0.072782815	-0.052454054	-0.06951584	0.0067459457	-0.074108765	-0.07630313	-0.094511084	-0.038342964	-0.0729686	-0.009966027	-0.0315817	-0.06992937	-0.12342626	-0.051287036	-0.016386854	-0.036451396	-0.03719405	-0.020112474	-0.10470445	-0.06553628	-0.10558813	-0.036550183	-0.07818156	-0.0422036	-0.068974726	-0.03438006	-0.108211875	-0.056486104	0.034733754	-0.08189011	-0.06777208	-0.08569879
-0.09574602	0.052755445	-0.09844421	-0.005102769	-0.12851337	0.0029746778	-0.10120427	-0.08789984	-0.117797375	-0.016735129	-0.111157686	-0.15834333	-0.09490324	-0.08744873	-0.13265161	-0.11756359	-0.071963415	0.02289165	-0.10489695	-0.0058506303	-0.0051129586	0.0027774088	-0.13717312	-0.08868159	-0.112977	0.03133476	-0.0943752	0.041314784	-0.045630407	-0.08635629	-0.12111335	0.024605919	-0.093224995	-0.047112852	0.006054569	0.043108366	-0.124852724	-0.035644665	-0.10724807	-0.08886911	-0.02965954	-0.06287629	-0.1020857	-0.051926743	-0.111664414	-0.08697886	0.09351549	-0.09784641	-0.10927746	-0.12936665
-0.07450108	-0.048223563	-0.049863826	-0.038869593	-0.042416643	0.015533712	0.054951973	-0.042158637	-0.044102803	-0.07007393	-0.074120276	-0.062138196	-0.028423185	-0.043088544	-0.07535484	-0.05894372	-0.0651894	-0.061756134	-0.065097034	-0.061870065	-0.08217886	-0.031456877	-0.08216909	-0.058380958	-0.09692318	-0.040096797	-0.056059062	-0.0031968325	-0.032175172	-0.0510146	-0.034571387	-0.077038735	-0.07561673	-0.052366864	-0.042514432	-0.038332272	-0.07448177	-0.0635693	-0.07792476	-0.080564186	-0.050398823	-0.05626739	-0.03982173	-0.04276292	-0.07339211	-0.046193633	-0.0105316155	-0.046798468	-0.087950304	-0.06444998
-0.11052428	-0.10870675	-0.06438032	-0.07021034	-0.07489748	0.0061781183	-0.14131448	-0.08834407	-0.115791164	-0.07025975	-0.064503014	-0.14013201	-0.076824225	-0.021299466	-0.108035095	0.17069197	-0.03404627	-0.06420466	-0.059185624	-0.062514156	-0.10171646	-0.044480216	-0.13925934	-0.065895304	-0.08282641	-0.038743474	-0.096787855	0.0070407363	0.08342479	-0.025616704	-0.072130375	-0.1118276	-0.07984309	-0.020022087	-0.036270212	0.07648999	-0.1250238	-0.09948884	-0.080132484	-0.008961516	-0.08247622	-0.067774326	-0.103942096	-0.07293574	-0.11820104	-0.05675169	-0.036029078	-0.04045419	-0.05764693	-0.10733465
-0.035907947	0.008279201	-0.09886865	0.21909177	-0.13114455	0.013530221	-0.15704332	-0.110271335	-0.11993805	-0.069157004	-0.113276534	-0.16139603	-0.090157226	-0.10290157	-0.13092607	-0.033195965	-0.073289454	0.022849753	-0.11033886	-0.029989026	-0.10548636	0.009837758	0.13356672	-0.11916602	-0.124480695	0.0122382045	0.16727652	-0.040577672	0.015594158	-0.1792482	-0.11999378	-0.039501723	-0.08016683	0.1794198	-0.04012401	-0.06623809	-0.13583222	0.16692914	-0.10693457	0.012197703	-0.009404706	0.19840997	0.1599207	0.21852586	-0.13635829	0.17460503	-0.034523644	-0.087417975	-0.115778185	-0.04116201
-0.07526452	-0.073925436	-0.056340832	-0.04796478	-0.06429724	0.039446745	-0.081771724	-0.03602469	-0.075866304	-0.07645103	-0.05005791	-0.049148843	-0.057892334	-0.07736835	-0.054125592	-0.0801048	-0.019722227	-0.043017182	-0.058953956	-0.06119714	-0.09902029	0.03600431	0.13219431	-0.09000835	-0.07613139	0.010871254	-0.055710748	-0.025451351	0.058653526	-0.056691673	-0.07545171	-0.060339052	0.055210944	-0.05892081	-0.02868625	0.09961945	-0.06541861	-0.044068344	-0.055669397	-0.07757199	-0.0301266	-0.041731372	-0.053366985	0.0335261	-0.07600583	-0.005735062	-0.013371479	-0.049771883	-0.06944486	-0.10584222
-0.06621847	-0.048354447	-0.08379012	-0.0697916	0.13860966	-0.044431604	-0.10195821	-0.079985455	-0.08321545	-0.0746027	-0.06645872	0.05164847	-0.04467164	-0.08027116	-0.1260622	0.037185207	-0.076244235	-0.037325613	-0.1073192	-0.06765306	-0.07631786	-0.03699689	-0.09862241	-0.013075049	-0.11024987	-0.019446934	-0.08184453	0.015436984	0.0348569	0.08243593	-0.12071711	-0.09117972	-0.03508243	-0.08845295	0.028875867	-0.0030786514	-0.113916904	-0.06400431	-0.086505726	-0.08484566	-0.0832757	-0.052928552	-0.09132753	-0.06913823	-0.056302596	-0.068168275	-0.034038305	-0.03274852	-0.05310295	-0.08084804
-0.05028984	-0.07583447	-0.08285088	-0.032887783	-0.02482942	-0.044076372	-0.060347624	-0.08486895	-0.032009363	-0.037242003	-0.07035115	-0.07079636	-0.044574164	-0.08987818	-0.06486777	-0.062772304	-0.048191402	-0.06284665	-0.085915595	-0.06679413	-0.07311953	-0.046437502	-0.06375319	-0.028755827	-0.104998596	0.01725382	-0.051163275	-0.047714185	0.053254493	-0.06781049	-0.089861125	-0.06402969	-0.031263273	-0.050097566	0.015381839	0.005613325	-0.085418314	-0.04400645	-0.054008543	-0.07593414	-0.063975975	-0.028468378	-0.074949175	-0.030174177	-0.06283436	-0.060686715	0.019202875	-0.08048345	-0.053243402	-0.07372082
-0.097981155	-0.10478456	-0.084773384	-0.04679855	-0.10441233	-0.0017642155	0.16475669	-0.09919088	0.11816182	-0.025705885	-0.066153236	-0.051402383	-0.09309189	-0.09944087	-0.12003976	-0.064096764	0.18692595	-0.05038841	-0.10104984	-0.066978574	-0.11679026	-0.038596414	-0.13866487	-0.10470598	-0.109248914	-0.01824807	-0.094464436	-0.0054869056	0.015800323	-0.03695042	-0.12688477	-0.06731293	-0.020261083	-0.050674148	-0.04033923	0.042974025	-0.080421336	-0.07392733	-0.08422433	-0.08097354	-0.08312205	-0.079586096	-0.10414594	-0.049386516	-0.056192208	-0.06668879	0.032163534	-0.08170532	-0.116091974	-0.104125634
